,cluster_id_pair1,Name_pair1,City_pair1,Zip_pair1,Address_pair1,gender_field_pair1,source_pair1,age_pair1,cluster_id_pair2,Name_pair2,City_pair2,Zip_pair2,Address_pair2,gender_field_pair2,source_pair2,age_pair2
647,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
648,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
649,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
650,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
651,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
652,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
653,388,prime time food store 10,jacksonville,322251264,12020fortcarolinerdste1,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
654,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,422,winn-dixie 0153,jacksonville,322216640,7921normandyblvd,gender_field,pbna,
655,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,
656,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,
657,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,
658,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,
659,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,
660,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,
661,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
662,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
663,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
664,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
665,389,prime time-chill,jacksonville,322081269,3701souteldr,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
